"KKAL_ID","KKAL_GRUPAS_KODS","KKAL_SHIFRS","KKAL_NOSAUKUMS","KKAL_APRAKSTS","KKAL_NORMATIVS","KKAL_MERVIENIBA","KKAL_IR_AKTIVS","KKAL_FIZ_RADIJUMS","KKAL_KOEFICENT","KKAL_KEDI_SECTION","KKAL_KWOI_ID","KKAL_PLAN_PRICE","KKAL_NOT_PLAN_PRICE","KKAL_1","KKAL_2","KKAL_3","KKAL_4","KKAL_5","KKAL_6","KKAL_7","KKAL_8","KKAL_9","KKAL_10"
"1","10","10011","Kabeļa AMKA 3x25+35 montāža","Darbos ietilpst: AMKA montāža, regulēšana","32.00","km","0","6z","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"2","10","10021","Kabeļa AMKA 3x35+50 montāža","Darbos ietilpst: AMKA montāža, regulēšana","34.00","km","0","6z","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"3","10","10031","Kabeļa AMKA 3x50+70 montāža","Darbos ietilpst: AMKA montāža, regulēšana","36.00","km","0","6z","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"4","10","10041","Kabeļa AMKA 3x70+95 montāža","Darbos ietilpst: AMKA montāža, regulēšana","38.00","km","0","6z","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"5","10","10051","Kabeļa AMKA 3x120+95 montāža","Darbos ietilpst: AMKA montāža, regulēšana","41.00","km","0","6z","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"6","10","10100","Kabeļa AMKA  mont. starpbalstā","Darbos ieilpst: visi  darbi, kas nepieciešami, lai piekarkabeli AMKA uzmontētu un pievienotu balstā, ieskaitot armatūras montāžu. Kalkulāciju izmanto pie balstu maiņas esošā AMKA līnijā","2.10","balsts","1",NULL,"1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"7","10","10120","Kabeļa AMKA  mont. pagrieziena balstā","Darbos ieilpst: visi  darbi, kas nepieciešami, lai piekarkabeli AMKA uzmontētu un pievienotu balstā, ieskaitot armatūras montāžu. Kalkulāciju izmanto pie balstu maiņas esošā AMKA līnijā","4.20","balsts","1",NULL,"1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"8","10","10200","Kabeļa AMKA  mont. gala balstā","Darbos ieilpst: visi  darbi, kas nepieciešami, lai piekarkabeli AMKA uzmontētu un pievienotu balstā, ieskaitot armatūras montāžu. Kalkulāciju izmanto pie balstu maiņas esošā AMKA līnijā","2.10","balsts","1",NULL,"1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"9","10","10500","AMKAs kabeļa  savienošana","Darbos ietilpst: piekarkabeļa savienojuma izveide","0.80","savienoj.","1",NULL,"1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"10","10","12111","Māju pievadu ar AMKA izbūve","Darbos ietilpst: kabeļa piestiprināšana pie balsta ar pievienošanu līnijai un motāža pie mājas sienas","4.20","pievads","1","6z","0.03",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11","10","12301","Pieslēgums no GL lidz 50m ar kabeli","Darbos ietilpst: kabeļa galu apdare (kab.cimdi), montāža pa balstu ar pievienošanu, kab. aizsarga uzlikšana, kabeļa ieguldīšana izraktā tranšejā, kab. lentas uzlikšana līdz US, esošā pievada demontāža","15.00","gab","1",NULL,"1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"12","10","14001","Drošinātājslēdža līdz 1kV montāža","Darbos ietilpst: slēdža piestiprināšana pie balsta un pievadu pievienošana slēdzim, op. apzimējumu un nominālas strāvas plāksnes uzlikšna uz slēdža. Bez līnijas griezuma izveides.","2.60","slēdzis","1","9z","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13","10","15125","Sadalnes LU  montāža","Darbos ietilpst: Sadales statņa, pamatnes uzstādīšana, LU montāža, (uz sienas, statņa, balsta)  kabeļu galu apdare (kab.cimdi), kabeļu pievienošana US, kabeļa birku pielikšana, automāta uzstādīšana , visu nepieciešamo apzīmējumu (operatīvo) uzstādīšana","4.00","gab","1","8z","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"14","10","16000","Automāta nomaiņa US sadalnē","Darbos ietilpst: automātslēdža nomaiņa sadalnē","0.50","gab","1"," ","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"15","10","20021","Bedres rakšana ar rokām (0.4 kV EPL)","Darbos ietilpst: bedres rakšana ar rokām balsta iecelšanai","2.00","bedre","1"," ","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"16","10","20025","Vadu savienošana (0.4 kV EPL)","Darbos ietilpst: vadu savienošana","0.50","savienoj.","1",NULL,"1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"17","10","21100","Starpbalsta uzstādīšana (0.4 kV EPL)","Darbos ietilpst: bedres izurbšana, staba iestādīšana, cepurītes uzlikšana, bedres aizbēršana un pieblietēšana, visu nepieciešamo apzīmējumu uzstādīšana","3.20","balsts","1","1z","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"18","10","21150","Starpbalsta uzstādīšana ar apgrūtinājumiem (0.4 kV EPL)","Darbos ietilpst: bedres izurbšana, staba iestādīšana, cepurītes uzlikšana, bedres aizbēršana un pieblietēšana, visu nepieciešamo apzīmējumu uzstādīšana. Kalkulāciju pielieto blīvi apbūvētās teritorijās, vietās ar intensīvu satiksmi vai ģeogrāfiski grūti piejamās vietās.","4.20","balsts","1","1z","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"19","10","21200","Starpbalsta ar dz/b pastabu uzstādīšana (0.4 kV EPL)","Darbos ietilpst: pastaba montāža pie staba, bedres izurbšana, balsta iestādīšana, cepurītes uzlikšana, bedres aizbēršana un pieblietēšana, visu nepieciešamo apzīmējumu uzstādīšana","5.30","balsts","1","1z","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"20","10","21400","Starpbalsta taisnošana (0.4 kV EPL)","Darbos ietilpst: balsta aturbšana, taisnošana, bedres piebēršana, pieblietēšana","0.40","balsts","1","3z","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"21","10","22110","A-balsta uzstādīšana (0.4 kV EPL)","Darbos ietilpst: 2 bedru izurbšana, enkura bedres izurbšana un enkura pievienošana stabam, 2 stabu iestādīšana, stabu galotņu piezāģēšana, stabu galotņu saskrūvēšana, cepurītes uzlikšana, bedru aizbēršana un pieblietēšana, visu nepieciešamo apzīmējumu uzstādīšana. Kalkulācija attiecas uz stūra A-starpbalstu, nozarojuma A- starpbalstu, gala A-balstu, A-enkurbalstu sask. ar LEK","11.00","balsts","1","1z","2.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"22","10","22140","Enkurbalsta (3-kāja) uzstādīšana (0.4 kV EPL)","Darbos ietilpst: 3 bedru izurbšana, enkuru bedru izurbšana un enkuru pievienošana stabam, 3 stabu iestādīšana, 3 stabu galotņu piezāģēšana, stabu galotņu saskrūvēšana, cepurītes uzlikšana, bedru aizbēršana un pieblietēšana, visu nepieciešamo  apzīmējumu uzstādīšana.","16.00","balsts","1","1z","3.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"23","10","22400","Salikta balsta taisnošana (0.4kV)","Darbos ietilpst: balsta kāju aturbšana, taisnošana, bedru piebēršana un pieblietēšana","1.00","stabs","1","3z","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"24","10","23100","Dzelzsbetona balsta uzstādīšana (0.4 kV EPL)","Darbos ietilpst: bedres izurbšana, balsta iestādīšana, bedres aizbēršana un pieblietēšana, visu nepieciešamo apzīmējumu uzstādīšana","4.10","balsts","1","1z","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"25","10","23110","Dzelzsbetona pastaba pielikšana uzstādītam balstam (0.4 kV EPL)","Darbos ietilpst: bedres urbšana, pastaba izkraušana, ielikšana ar tehniku, pastaba piesiešana, bedres aizbēršana un noblietēšana","3.10","pastabs","1","2z","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"26","10","24101","Pastaba pielikšana uzstādītam balstam (0.4 kV EPL)","Darbos ietilpst: bedres urbšana, pastaba ielikšana, pastaba piesiešana, bedres aizbēršana un noblietēšana.","2.00","pastabs","1","2z","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"27","10","24103","Stārķa ligzdas pamatnes montāža (0.4kV EPL)","Darbos ietilpst: stārķa ligzdas pamatnes montāža","4.20","gab","1",NULL,"1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"28","10","24105","Stārķa ligzdas demontāža (0.4 kV EPL)","Darbos ietilpst: esošās stārķa ligzdas demontāža.","5.00","gab","1"," ","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"29","10","24110","Stutes pielikšana (0.4 kV EPL)","Darbos ietilpst: bedres izurbšana, stutes iestādīšana un pieskrūvēšana, bedres aizbēršana un pieblietēšana","3.20","gab","1","1z","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"30","10","24120","Stutes pielikšana ar apgrūtinājumiem (0.4 kV EPL)","Darbos ietilpst: bedres izurbšana, stutes iestādīšana un pieskrūvēšana, bedres aizbēršana un pieblietēšana. Kalkulāciju pielieto blīvi apbūvētās teritorijās vai vietās ar intensīvu satiksmi un ģeogrāfiski grūti pieejamās vietās","4.20","gab","1","1z","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"31","10","25035","Vadu montāža (0.4 kV EPL)","Darbos ietilpst: vadu montāža, vadu regulēšana, vadu nostiprināšana","17.00","v.v/km","1","4z","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"32","10","25040","Vadu pārlikšana uz blakus uzstādīto balstu (0.4 kV EPL)","Darbos ietilpst: vadu atvienošana vecajā balstā un pārlikšana uz blakus uzstādīto balstu un nostiprināšana jaunajā balstā.","0.20","vads","1"," ","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"33","10","25600","Vadu nostipr. starpbalstā (0.4 kV EPL)","Darbos ietilpst: esošā vada nostiprināšana balstā","0.10","vads","1"," ","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"34","10","25700","Vadu nostipr.lenķa balstā, gala balstā vai nozarbalstā(0.4 kV EPL)","Darbos ietilpst: esošā vada nostiprināšana balstā","0.26","vads","1",NULL,"1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"35","10","26100","Zemēšanas vada montāža pa balstu (0.4 kV EPL)","Darbos ietilpst: zemēšanas vada montāža pa balstu un tā piestiprināšana kontūram un līnijai","0.70","balsts","1"," ","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"36","10","26200","Zemēšanas kontūra ar 2 elektrodiem montāža (0.4 kV EPL)","Darbos ietilpst: zemējuma elektrodu iedzīšana izraktā tranšejā, pievienojuma spailes piemetināšana, zemējuma kontūra mērījums","1.60","kont.","1",NULL,"1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"37","10","26220","Katra nākošā elektroda pievienošana (0.4 kV EPL)","Darbos iepilpst: zemēšanas elektroda piemetināšana un iedzīšana zemē izraktā tranšejā","0.70","elektrods","1"," ","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"38","10","26240","Zemējuma kontūra tranšejas rakšana un aizbēršana ar rokām (0,4 kV EPL)","Darbos ietilpst: tranšejas, kas paredzēta zemējuma kontūra montāžai, rakšana ar rokām , LEK prasībām atbilstošā dziļumā un aizbēršana ar rokām pēc zemēšanas kontūra montāžas.","0.33","m","1"," ","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"39","10","26950","Pārsprieguma novadītāja maiņa (0.4 kV)","Darbos ietilpst: pārsprieguma novadītāja maiņa (0.4 kV EPL)","1.00","gab","1"," ","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"40","10","27100","Kāšu ar izolatoru ieskrūvēšana balstā (0.4 kV EPL)","Darbos ietilpst: urbumu izveide, kāša ar izolatoru ieskrūvēšana","0.10","kāsis","1",NULL,"1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"41","10","27101","Kāša ar izolatoru pārskrūvēšana balstā (0.4 kV EPL)","Darbos ietilpst: kāša izskrūvēšana, jauna urbuma izveide, kāša ieskrūvēšana","0.30","gab.","1",NULL,"1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"42","10","27200","Cepurītes uzlikšana balstam (0.4 kV EPL)","Darbos ietilpst: cepurītes uzlikšana esošam balstsam, kalkulāciju nepielieto pie jauna balsta uztādīšanas","0.20","cepur.","1"," ","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"43","10","28200","Koka pastabu sagatavošana no demontētiem balstiem (0.4 kV EPL)","Darbos ietilpst: demontēto balstu attīrīšana no līniju elementiem, zāģēšana un nokraušana","0.40","gab.","1"," ","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"44","10","28600","Atsaites montāža (0.4 kV EPL)","Darbos ietilpst: bedres urbšana, atsaites montāža, bedres aizbēršana, pieblietēšana un regulēšana","4.20","atsaite","1",NULL,"1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"45","10","28700","Pārejas vadu montāža abos balstos(0.4 kV EPL)","Darbos ietilpst: pārejas vadu montāža balstos un pievienošana līnijai","1.00","vads","1"," ","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"46","10","28800","Pievienojuma montāža (0.4 kV EPL)","Darbos ietilpst: iepriekš izveidota ievada vai nozares pievienošana līnijas balstā ","1.00","pievien.","1"," ","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"47","10","28900","Enkura montāža esošam balstam (0.4 kV EPL)","Darbos ietilpst: enkura montāža pie esoša balsta","3.10","gab","1",NULL,"1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"48","10","28910","Trases tīrīšana ar rokām < 4 kr./kv.m (0.4 kV EPL)","Darbos ietilpst: koku un krūmu zāģēšana ar krūmgriezi vai motorzāģi","36.00","ha","1",NULL,"1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"49","10","28920","Trases tīrīšana ar rokām > 4 kr./kv.m (0.4 kV EPL)","Darbos ietilpst: koku un krūmu zāģēšana ar krūmgriezi vai motorzāģi","66.00","ha","1",NULL,"1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"50","10","28930","Zaru apgriešana ar rokām (0.4 kV EPL)","Darbos ietilpst: zaru apzāģēšana","1.00","koks","1"," ","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"51","10","28940","Bīstamo koku novākšana (0.4 kV EPL)","Darbos ietilpst: atsevišķa koka nozāģēšana","1.50","koks","1"," ","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"52","10","28960","Zaru kaudžu sadedzināšana (0.4 kV EPL)","Darbos ietilpsts: zaru kaudžu sadedzināšana pēc trases tīrīšanas","20.00","ha","1"," ","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"53","10","28970","Nozēģēto koku, zaru savākšana un nokraušana gar trasi (0.4 kV EPL)","Darbos ietilpsts: nozāģēto koku, zaru savākšana un nokraušana gar trasi","0.50","m3","1"," ","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"54","10","28980","Nozāģēto koku, zaru aizvešana no trases (0.4 kV EPL)","Darbos ietilpsts: nozāģēto koku, zaru, iekraušana, aizvešana, izkraušana","1.00","m3","1"," ","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"55","10","28990","Ielu apgaismojuma armatūras uzstādīšana, montāža vai demontāža","Darbos ietilpst: ielu apgaismojuma armaturas uzstādīšana vai demontāža un ar to saistītā vadu pievienošana vai atvienošana no līnijas","2.00","armat.","1"," ","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"56","10","29100","Starpbalsta demontāža (0.4 kV EPL)","Darbos ieilpst: balsta bez pastaba izvilkšana, bedru aizbēršana, noblietēšana, kāšu un izolatoru nomontēšana, iekraušana piekabē, demontēto materiālu izkraušana un sašķirošana novietnē","1.00","balsts","1"," ","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"57","10","29110","Starpbalsta demontāža blīvi apbūvētās teritorijās vai vietās ar intensīvu satiksmi (0.4 kV EPL)","Darbos ieilpst: balsta bez pastaba izvilkšana, bedru aizbēršana, noblietēšana, kāšu un izolatoru nomontēšana, iekraušana piekabē, demontēto materiālu izkraušana un sašķirošana novietnē","1.50","balsts","1"," ","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"58","10","29120","Pastaba demontāža (0,4 kV EPL)","Darbos ietilpst: pastaba izvilkšana, bedres aizbēršana, noblietēšana, iekraušana piekabē, demontēto materiālu izkraušana un sašķirošana novietnē","0.50","pastabs","1",NULL,"1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"59","10","29180","Dz/b balsta demontāža (0.4 kV EPL)","Darbos ietilpst: dz/b balsta izvilkšana, bedres aizbēršana, noblietēšana, dz/b balstam traversas noņemšana, iekraušana piekabē, demontēto materiālu izkraušana un sašķirošana novietnē","1.50","balsts","1"," ","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"60","10","29200","A-balsta demontāža (0.4 kV EPL)","Darbos ietilpst: A-balsta demontāža, bedru aizbēršana, noblietēšana, kāšu un izolatoru nomontēšana, demontēto materiālu savākšana objektā un iekraušana piekabē, demontēto materiālu izkraušana un sašķirošana","2.33","balsts","1"," ","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"61","10","29250","A-balsta demontāža blīvi apbūvētās teritorijās vai vietās ar intensīvu satiksmi (0.4 kV EPL)","Darbos ietilpst: A-balsta demontāža, bedru aizbēršana, noblietēšana, kāšu un izolatoru nomontēšana, demontēto materiālu savākšana objektā un iekraušana piekabē, demontēto materiālu izkraušana un sašķirošana","3.00","balsts","1"," ","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"62","10","29300","Enkurbalsta demontāža (0.4 kV EPL)","Darbos ietilpst: Enkurbalsta demontāža, bedru aizbēršana, noblietēšana, kāšu un izolatoru nomontēšana, demontēto materiālu savākšana objektā un iekraušana piekabē, demontēto materiālu izkraušana un sašķirošana","3.00","balsts","1"," ","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"63","10","29410","Esošo pievadu demontāža (0.4 kV EPL)","Darbos ietilpst: pievada atvienošana un demontāža ","1.00","pievads","1"," ","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"64","10","29450","Vadu regulēšana esošā līnijā (0.4 kV EPL)","Darbos ietilpst: vadu atsiešana, vadu regulēšana, vadu nostiprināšana balstos","12.00","v.v/km","1","5z","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"65","10","29500","Vadu demontāža (0.4 kV EPL)","Darbos ietilpst: vadu atsiešana no izolatoriem, vada tīšana saivā, vadu svēršana un nokraušana","8.00","v.v/km","1"," ","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"66","10","29910","Balstu numerācija (0.4 kV EPL)","Darbos ietilpst: balsta numura piestiprināšana esošam balstsam, kalkulāciju nepielieto pie jauna balsta uztādīšanas","0.12","uzraksts","1"," ","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"67","10","29920","Drošības zīmju piestiprināšana balstiem (0.4 kV EPL)","Darbos ietilpst: drošības zīmju piestiprināšana esošam balstsam, kalkulāciju nepielieto pie jauna balsta uztādīšanas","0.20","gab","1"," ","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"68","10","29930","Skavu krāsošana (0.4 kV EPL)","Darbos ietilpst: skavu krāsošana ","0.09","balsts","1"," ","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"69","10","29990","0.4 kV EPL apskates","Darbos ietilpst: EPL apskate ar mērķi noteikt defektu, bojājumu vai precizēt plānoto darbu apjomu","1.00","km","1"," ","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"70","30","30100","KS vieglais remonts","Darbos ietilpst: netīrumu iztīrīšana, apzīmējumu atjaunošana, drošinātāju nomaiņa atbilstoši KS shēmā uzrādītajiem nomināliem.","2.00","KS","1","8z","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"71","30","30200","KS smagais remonts","Darbos ietilpst: netīrumu iztīrīšana, apzīmējumu atjaunošana, krāsošana, lūpu taisnošana un nomaiņa, kontaktu pievilkšana, eņģu metināšana, keramzīta iebēršana","8.50","KS","1","8z","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"72","30","30300","Kabeļu sadalnes KS demontāža","Darbos ietilpst: kabeļgalu atvienošana, KS demontāža, lūžņu apsaimniekošana","1.51","gab","1"," ","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"73","30","30400","Kab.sadalnes KS vai UKS1, DUS, AMDUS uzstādīšana bez kab.pievienoš","Darbos ietilpst: bedres rakšana, pamatnes montāža, KS vai UKS-1, DUS, AMDUS montāža bez kabeļu pievienošanas, visu nepieciešamo apzīmējumu (operatīvo) uzstādīšana","3.00","gab","1","8z","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"74","30","30450","Kab.uzskaites sadalnes UKS-3 uzstādīš.bez kabeļu pievienošanas","Darbos ietilpst: bedres rakšana, pamatnes montāža, UKS-3 montāža bez kabeļu pievienošanas, visu nepieciešamo apzīmējumu (operatīvo) uzstādīšana","3.30","gab","1","8z","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"75","30","30500","Kab.sadalnes KS maiņa bez kabeļu pievienošanas","Darbos ietilpst: kabeļu atvienošana, vecās KS demontāža, jaunās KS uzstādīšana, operatīvo apzīmējumu atjaunošana","8.30","gab","1","8z","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"76","30","30600","KS operatīvo apzīmējumu, drošības zīmju atjaunošana","Darbos ietilpst: KS operatīvo apzīmējumu, drošības zīmju atjaunošana","0.30","KS","1"," ","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"77","30","30700","KL pievienošana (atvienošana) KS","Darbos ietilpst: 1 KL atvienošana vai pievienošana KS, kabeļu ""birkas"" atjaunošana","0.50","KL","1"," ","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"78","30","30800","Aizsargkārbas NK-1, NK-2 uzstādīšana ar rokām","Darbos ietilpst: aizsargkārbas NK-1, NK-2 uzstādīšana ar rokām","0.50","gab","1"," ","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"79","30","30900","Sadalnes LUKS uzstādīšana","Darbos ietilpst: bedres raksana, LUKS montāža, bez kabeļu pievienošanas, visu nepieciešamo apzīmējumu (operatīvo) uzstādīšana","2.10","gab","1","8z","1.00",NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
